OrderNumber,OrderDate,ItemID,Seller,ItemName,ItemPrice,Currency,Quantity,OrderTotal,OrderNotes,TrackingNumber,Image,View Order Detail
24-13757-71435,"Oct 28, 2025",357821646034,az_warehouse,"Dell PowerEdge R730 8 x 2.5"" Server 2 x Xeon 2660 v4 2.00 GHz 8GB RAM - NO HDDs",111.11,USD,1,US $111.11,,,https://i.ebayimg.com/images/g/50sAAeSwV9No~7lL/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357821646034&txnId=10075849326624&txnDate=2025-10-29T04:02:10Z
06-13767-54455,"Oct 28, 2025",187688986724,surplusspectra,Intel PCIe SSD DC-P3600 SSDPEDME800G4 (H33601-300) 800GB NVMe SSD,127.5,USD,3,US $127.50,,,https://i.ebayimg.com/images/g/JfsAAeSwLjZo~8pS/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187688986724&txnId=10076747098406&txnDate=2025-10-29T01:02:09Z
17-13752-07786,"Oct 28, 2025",187691327018,surplusspectra,Dell Optiplex 3090 3.60GHZ 8GB 256GB Win11Pro Intel UHD Graphics 630 No PwrCord,127.5,USD,1,US $127.50,,,https://i.ebayimg.com/images/g/0mAAAeSwjCxpAOL0/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187691327018&txnId=10076665912917&txnDate=2025-10-29T00:58:58Z
12-13759-04190,"Oct 28, 2025",315364895363,fanxiang-online-store, 10Pcs Fanxiang NVMe M.2 SSD 1TB 2TB 256GB 512GB SSD Hard Drive  PCIe Gen 3 LOT,649.99,USD,1,US $552.49,,,https://i.ebayimg.com/images/g/Hc0AAOSwAO1mOJ5D/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=315364895363&txnId=10076714681612&txnDate=2025-10-28T23:53:38Z
26-13739-27144,"Oct 28, 2025",256447669337,pixelperfect-inc,Lenovo THINKPAD T15P GEN 2 Screen Replacement FHD 30 Pins LED LCD Display,52.95,USD,1,US $52.95,,,https://i.ebayimg.com/images/g/CCcAAeSw92xpAUK8/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=256447669337&txnId=10075671032526&txnDate=2025-10-28T22:27:51Z
02-13772-41753,"Oct 28, 2025",336198218092,hikeserver,Dell PowerEdge R440 4LFF  Barebones 1U Server,215.0,USD,1,US $215.00,,,https://i.ebayimg.com/images/g/pGwAAeSw6Hlo1X0A/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=336198218092&txnId=10076127204302&txnDate=2025-10-28T21:09:52Z
02-13772-37891,"Oct 28, 2025",376622604065,techy_parts,DELL CD2VM Intel X550 DP 10Gb + I350 DP 1Gb 1/10GbE 4-Port Modular NIC,15.99,USD,1,US $15.99,,,https://i.ebayimg.com/images/g/~n0AAOSwJSdmxOf-/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=376622604065&txnId=10076126973002&txnDate=2025-10-28T21:01:33Z
03-13769-66114,"Oct 28, 2025",405289572651,sxt2018,Nvidia Tesla P4 8GB GPU Card graphics GDDR5 Supermicro PCI-E,106.84,USD,1,US $106.84,,,https://i.ebayimg.com/images/g/syYAAeSw9HxoX24h/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=405289572651&txnId=10076717900103&txnDate=2025-10-28T17:06:47Z
25-13738-86821,"Oct 28, 2025",187657124217,surplusspectra,Lot of 17 Intel Xeon E5-2620V3 SR207 2.40GHz,16.4,USD,1,US $16.40,,,https://i.ebayimg.com/images/g/pMUAAeSwd9No8Sjt/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187657124217&txnId=10075662161025&txnDate=2025-10-28T14:56:35Z
22-13740-71710,"Oct 27, 2025",146924159002,3r_technology_solutions,Dell Precision 5550 Intel Core(TM) i7-10850H CPU 2.70GHz-64GB RAM-1TB SSD-NO OS,360.0,USD,1,US $360.00,,,https://i.ebayimg.com/images/g/5MgAAeSwqIpo~9BT/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146924159002&txnId=10076072291022&txnDate=2025-10-27T23:55:43Z
23-13739-26059,"Oct 27, 2025",127455902580,wazno,Dell Nvidia Geforce RTX 2060 Super 8GB Graphics Card,156.99,USD,1,US $156.99,,,https://i.ebayimg.com/images/g/LZ0AAOSwPoJjho7r/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=127455902580&txnId=10076024201523&txnDate=2025-10-27T23:03:07Z
08-13759-14798,"Oct 27, 2025",157394017791,digibridgengo,LOT OF 10 OEM HP 65W AC/Power Adapter 756413-001 677774-001 693711-001 19.5V,20.0,USD,1,US $20.00,,,https://i.ebayimg.com/images/g/4TgAAOSwWO5nx4hg/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=157394017791&txnId=10075871286108&txnDate=2025-10-27T20:53:35Z
16-13748-30334,"Oct 27, 2025",157394017791,digibridgengo,LOT OF 10 OEM HP 65W AC/Power Adapter 756413-001 677774-001 693711-001 19.5V,20.0,USD,1,US $20.00,,,https://i.ebayimg.com/images/g/4TgAAOSwWO5nx4hg/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=157394017791&txnId=10076636646416&txnDate=2025-10-27T20:51:02Z
13-13752-69281,"Oct 27, 2025",205768680738,techcentrecomputers,"Dell Latitude 3500 | Core i5-8265U | 16GB | 512 SSD | 15.6"" | Batt:61%",89.97,USD,1,US $89.97,,,https://i.ebayimg.com/images/g/9FYAAeSwUOho9lhY/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=205768680738&txnId=10077941572013&txnDate=2025-10-27T20:39:16Z
04-13763-40350,"Oct 27, 2025",286861742537,bectechglobal,MINI DP TO DP ADAPTERS SHORT **BUNDLE OF 20PC** -CB1008-001-D1-,24.23,USD,1,US $24.23,,,https://i.ebayimg.com/images/g/7P4AAOSwvKdoXWx3/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=286861742537&txnId=10076380939004&txnDate=2025-10-27T15:26:58Z
25-13723-78151,"Oct 24, 2025",157044413437,defineguacamole10,Ubiquiti UXG-Lite UniFi Next Generation Gateway Lite,77.0,USD,1,US $77.00,,,https://i.ebayimg.com/images/g/DJkAAeSwXvhoOlwX/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=157044413437&txnId=10075574937125&txnDate=2025-10-24T21:33:18Z
21-13726-67483,"Oct 24, 2025",277460008376,deadastronaut,"LOT OF 5, TP-Link Ethernet Switches, Network Hub",30.0,USD,1,US $30.00,,,https://i.ebayimg.com/images/g/wREAAeSwC01o-WZh/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=277460008376&txnId=10080901602121&txnDate=2025-10-24T11:00:58Z
07-13745-03780,"Oct 23, 2025",187676954453,surplusspectra,Dell Latitude 3310 2-in-1 1.60GHz 8GB 512GB Win11 Pro No PwrCord,180.0,USD,2,US $180.00,,,https://i.ebayimg.com/images/g/19MAAeSww2Bo-mdA/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187676954453&txnId=10080824158307&txnDate=2025-10-24T00:20:21Z
10-13740-63129,"Oct 23, 2025",357802487540,az_warehouse,HP Envy TE01-0034 i7-8700 @ 3.2Ghz 16GB RAM 250GB SSD W11P,202.39,USD,1,US $202.39,,,https://i.ebayimg.com/images/g/0qUAAeSweONo-p7B/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357802487540&txnId=10076568237110&txnDate=2025-10-24T00:04:57Z
27-13717-45331,"Oct 23, 2025",357801553957,az_warehouse,HP PAVILION X360 14T-DH200 TOUCHSCREEN i5-1035G1@1.00GHz 8GB 512GB NVMe SSD W11P,131.99,USD,1,US $131.99,,,https://i.ebayimg.com/images/g/vFUAAeSwbONo-mXu/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357801553957&txnId=10079906535927&txnDate=2025-10-24T00:03:40Z
22-13724-11512,"Oct 23, 2025",187676954453,surplusspectra,Dell Latitude 3310 2-in-1 1.60GHz 8GB 512GB Win11 Pro No PwrCord,106.25,USD,1,US $106.25,,,https://i.ebayimg.com/images/g/19MAAeSww2Bo-mdA/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187676954453&txnId=10075976521122&txnDate=2025-10-23T23:54:44Z
23-13721-24588,"Oct 23, 2025",388948875587,spcpart,Dell Latitude 5300/5310 Battery Cable 0G0PMP,9.95,USD,1,US $9.95,,,https://i.ebayimg.com/images/g/iXcAAeSwF9ZowLIn/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=388948875587&txnId=10075920533923&txnDate=2025-10-23T16:19:10Z
14-13730-31983,"Oct 22, 2025",395921432591,discountechnology,Dell 5PPFJ TW13J SFF Small Form Factor Caddy Tray Blank,107.99,USD,100,US $107.99,,,https://i.ebayimg.com/images/g/i8sAAeSwPH9o-PQu/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=395921432591&txnId=10076502274714&txnDate=2025-10-22T20:18:22Z
14-13729-31978,"Oct 22, 2025",276860472769,techgroup2000,"LOT OF 2x 58DVD DELL INTEL 400GB 6G SATA 2.5"" SFF SSD SOLID STATE SSDSC2BA400G3R",75.0,USD,3,US $75.00,,,https://i.ebayimg.com/images/g/BOsAAeSwsQ5o-Pym/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=276860472769&txnId=10076496146614&txnDate=2025-10-22T16:22:42Z
13-13730-76274,"Oct 22, 2025",276860472769,techgroup2000,"LOT OF 4x 58DVD DELL INTEL 400GB 6G SATA 2.5"" SFF SSD SOLID STATE SSDSC2BA400G3R",100.0,USD,1,US $100.00,,,https://i.ebayimg.com/images/g/WzkAAeSwiEZowuHK/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=276860472769&txnId=10077803677313&txnDate=2025-10-22T15:44:55Z
17-13722-83795,"Oct 21, 2025",317368937088,satoristorage_2,"Lot of 7 Dell PowerEdge 3.5"" SAS Hard Drive Caddies 0KG1CH 0X968D 0F238F",37.71,USD,1,US $37.71,,,https://i.ebayimg.com/images/g/7ZwAAeSw02Fo4KWx/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=317368937088&txnId=10076483760217&txnDate=2025-10-22T01:34:06Z
07-13736-27854,"Oct 21, 2025",182305336328,olinkatronics,DELL POWEREDGE SERVER T320 T420 COOLING SHROUD INTRUSION SWITCH RWF31 JXJCN,29.98,USD,1,US $29.98,,,https://i.ebayimg.com/images/g/rEIAAOSw0QpkbQrr/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=182305336328&txnId=10080774728707&txnDate=2025-10-21T22:22:19Z
26-13701-25391,"Oct 19, 2025",177498590664,reuseitjax,"DELL PRECISION 3630 TOWER i7-8700 @ 3.2GHz, 32GB RAM, NO HDD/OS",225.0,USD,1,US $225.00,,,https://i.ebayimg.com/images/g/dVYAAeSwPPJo8jtJ/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=177498590664&txnId=10075454599026&txnDate=2025-10-20T01:52:38Z
16-13710-08886,"Oct 18, 2025",297592858300,better_planet_computers,"Replacement Lenovo G50-70 15.6"" Laptop Battery 14.8V 41Wh L12L4E01 100%	",13.49,USD,1,US $13.49,,,https://i.ebayimg.com/images/g/n5QAAeSwlnJovFL4/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=297592858300&txnId=10076396930916&txnDate=2025-10-18T20:27:04Z
12-13713-36605,"Oct 17, 2025",306549390075,shauyamamot-0,"Dell XPS 8930, Intel i7-8700, NVIDIA GeForce GTX 1050 Ti, 16GB RAM",220.0,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/bz4AAeSwXlBo7mOe/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=306549390075&txnId=10076428776012&txnDate=2025-10-18T04:05:11Z
17-13701-98758,"Oct 16, 2025",146900252075,3r_technology_solutions,Intel HP ProBook 640 G5 Intel Core i7-8565U CPU 1.90GHz-16GB RAM-256GB SSD-NO OS,90.0,USD,1,US $90.00,,,https://i.ebayimg.com/images/g/3G4AAeSwWfxo8VYf/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146900252075&txnId=10076353075717&txnDate=2025-10-17T01:14:16Z
08-13714-17113,"Oct 16, 2025",357757758061,az_warehouse,Dell Latitude 5491 Intel Core i5-8400H 2.5GHz 8GB RAM NO HD/OS,120.0,USD,2,US $120.00,,,https://i.ebayimg.com/images/g/Gx0AAeSwYzpo8Cdb/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357757758061&txnId=10075613371508&txnDate=2025-10-17T00:39:20Z
07-13714-60781,"Oct 16, 2025",205779073368,techcentrecomputers,"Lot (3) Dell Latitude 5400 | i5-8265U | 8GB | No SSD | 14"" | Batt:65%-67%",200.0,USD,1,US $200.00,,,https://i.ebayimg.com/images/g/EfcAAeSwN~lozdJv/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=205779073368&txnId=10080650321707&txnDate=2025-10-16T18:13:54Z
26-13686-99347,"Oct 16, 2025",146897961815,escorecycling,Dell XPS 8930 Tower i7-8700 16GB Ram No OS/SSD,194.71,USD,1,US $194.71,,,https://i.ebayimg.com/images/g/1z8AAeSw6WFo78tr/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146897961815&txnId=10075372387426&txnDate=2025-10-16T12:12:23Z
06-13713-84686,"Oct 15, 2025",177494140487,reuseitjax,"DELL PRECISION 3630 TOWER i7-8700 @ 3.2GHz, 32GB RAM, NO HDD/OS",239.97,USD,1,US $239.97,,,https://i.ebayimg.com/images/g/7rwAAeSwrNRo8A1s/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=177494140487&txnId=10076439630106&txnDate=2025-10-16T06:08:12Z
27-13684-98140,"Oct 15, 2025",357751924831,az_warehouse,"Lenovo ThinkPad T14 Gen 1 RYZEN Pro 5 4650U 8GB RAM 128GB NVMe 14"" Win11Pro",190.07,USD,1,US $190.07,,,https://i.ebayimg.com/images/g/jJYAAeSwuZJo7sHM/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357751924831&txnId=10079721561627&txnDate=2025-10-16T05:46:46Z
01-13720-35969,"Oct 15, 2025",336198218092,hikeserver,Dell PowerEdge R440 4LFF  Barebones 1U Server,215.0,USD,1,US $215.00,,,https://i.ebayimg.com/images/g/pGwAAeSw6Hlo1X0A/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=336198218092&txnId=10075621815701&txnDate=2025-10-16T01:06:45Z
25-13686-80211,"Oct 15, 2025",145769847286,kcliquidation,Lot of 6 Genuine Dell PowerEdge R640 CPU Cooling Fan DFTA0456B2H 0RG2X2,24.99,USD,1,US $24.99,,,https://i.ebayimg.com/images/g/oY4AAOSwxu1mPn~7/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=145769847286&txnId=10075364216625&txnDate=2025-10-15T23:54:47Z
03-13716-85541,"Oct 15, 2025",397082044895,surplussupplies813,DELL R740(xd) R640 SERVER CPU PROCESSOR HEATSINK C6R9H 0F8NV 0C6R9H 00F8NV,29.98,USD,2,US $29.98,,,https://i.ebayimg.com/images/g/zsgAAeSwxC5o0YLj/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=397082044895&txnId=10076415596803&txnDate=2025-10-15T23:51:11Z
07-13711-52586,"Oct 15, 2025",357757783199,az_warehouse,DELL LATITUDE 5591 INTEL CORE I5-8300H 2.30GHZ 8GB RAM NO HD/OS,70.0,USD,1,US $70.00,,,https://i.ebayimg.com/images/g/T30AAeSwfFdo8Cqb/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357757783199&txnId=10080632751007&txnDate=2025-10-15T23:36:50Z
09-13708-48176,"Oct 15, 2025",389100008256,mystoreb55,LOT OF 10 - 512GB NVMe PCIe 2280 M.2 SSD Solid State Drives MIX Brand,260.0,USD,1,US $260.00,,,https://i.ebayimg.com/images/g/pc0AAeSwZ1NozX7l/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=389100008256&txnId=10075517581509&txnDate=2025-10-15T23:26:49Z
21-13691-87205,"Oct 15, 2025",146898466633,3r_technology_solutions,HP ProBook 450 G7 Intel Core i7-10510U CPU 1.80GHz-16GB RAM-500GB SSD-NO OS,170.0,USD,1,US $170.00,,,https://i.ebayimg.com/images/g/jJYAAeSwYxlo8AaF/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146898466633&txnId=10080702927521&txnDate=2025-10-15T23:25:03Z
06-13712-85487,"Oct 15, 2025",146898466769,3r_technology_solutions,HP ProBook 450 G6 Intel Core(TM) i5-8265U CPU 1.60GHz-16GB RAM-256GB RAM-NO OS,104.99,USD,1,US $104.99,,,https://i.ebayimg.com/images/g/TdEAAeSwdJBo8AiU/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146898466769&txnId=10076433720506&txnDate=2025-10-15T23:15:29Z
26-13683-85744,"Oct 15, 2025",304943644464,converta_ea,15V 2A AC /DC Adapter For Fluke bc7217 Battery Charger Power Supply Cord PSU US,13.09,USD,1,US $13.09,,,https://i.ebayimg.com/images/g/tg8AAOSwU0dml3iZ/s-l500.jpg,https://www.ebay.com/itm/304943644464
06-13709-02206,"Oct 14, 2025",376610499837,minnesotacomputers,HP Z6 G4 Workstation Intel Xeon Silver 4108 32GB RAM 1TB SSD No OS Tested,299.99,USD,1,US $299.99,,,https://i.ebayimg.com/images/g/HZ4AAeSwwc1o6CB6/s-l500.jpg,https://www.ebay.com/itm/376610499837
19-13690-79469,"Oct 14, 2025",136593347332,3r_technology_solutions,Dell Latitude 5300 Intel(R) Core(TM) i7-8665U CPU 1.90GHz-16GB RAM-NO SSD-NO OS,80.0,USD,1,US $80.00,,,https://i.ebayimg.com/images/g/ZekAAeSwPPJo7m8k/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=136593347332&txnId=10076260129019&txnDate=2025-10-15T00:01:20Z
27-13679-83982,"Oct 14, 2025",136594630416,3r_technology_solutions,Dell Precision 7530 Intel Core(TM) i9-8950HK CPU 2.90GHz-64GB RAM-NO SSD-NO OS,234.99,USD,1,US $234.99,,,https://i.ebayimg.com/images/g/qKwAAeSwWwFo7sc1/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=136594630416&txnId=10079692442327&txnDate=2025-10-14T23:20:39Z
11-13697-86891,"Oct 13, 2025",336110266462,eastcoast-recycling,Lot of 4 Dell 0R1XFC Quad Port Gigabit Ethernet Card  R620 R820 DELL RNDC 4PORT,29.99,USD,1,US $29.99,,,https://i.ebayimg.com/images/g/h-AAAeSwI05okvbj/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=336110266462&txnId=10076362659911&txnDate=2025-10-14T03:26:47Z
05-13706-51566,"Oct 13, 2025",187149735754,northbay-parts,Lot of 10 Dell PowerEdge R1XFC Quad Port 1GbE / Intel i350  Network Board NDC,160.0,USD,2,US $160.00,,,https://i.ebayimg.com/images/g/PjsAAOSwY9ZjbW93/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187149735754&txnId=10075710274905&txnDate=2025-10-14T03:16:53Z
05-13705-92066,"Oct 13, 2025",357746053927,az_warehouse,Lenovo ThinkCentre M90n-1 Intel Core i7-8665U 1.90GHZ 16GB 512GB NVME WIN11P,150.0,USD,1,US $150.00,,,https://i.ebayimg.com/images/g/zqsAAeSwsWpo7T-i/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357746053927&txnId=10075706817505&txnDate=2025-10-14T00:00:26Z
13-13687-69422,"Oct 12, 2025",205779073370,techcentrecomputers,"Lot (3) Dell Latitude 5400 i7-8665U | 8GB | No SSD | 14"" | Batt:64%-71%",250.0,USD,1,US $250.00,,,https://i.ebayimg.com/images/g/EfcAAeSwN~lozdJv/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=205779073370&txnId=10077534990413&txnDate=2025-10-12T13:15:40Z
17-13680-98150,"Oct 11, 2025",197740051836,cascade-assets,Dell Latitude 5420 i7-1185G7 3GHZ/16GB RAM/No SSD,170.0,USD,1,US $170.00,,,https://i.ebayimg.com/images/g/ZUsAAeSwJxFosc9O/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=197740051836&txnId=10076221952217&txnDate=2025-10-12T05:01:34Z
03-13700-02892,"Oct 11, 2025",236383539660,wdd60,LOT OF 7 Lenovo ThinkPad T490 Laptops i5-8265U 1.6Ghz 16GB Battery NO SSD,569.99,USD,1,US $569.99,,,https://i.ebayimg.com/images/g/tdQAAeSwXZlo6q1S/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=236383539660&txnId=10076319153903&txnDate=2025-10-12T03:39:25Z
25-13669-99416,"Oct 11, 2025",227018568405,theyargstore,Dell Latitude 3300 Touchscreen I5-8250U 8GB Ram 256GB SSD No OS READ!,179.97,USD,3,US $119.98,,,https://i.ebayimg.com/images/g/JCQAAeSwh7do3Y0W/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Dell+Latitude+3300+Touchscreen+I5-8250U+8GB+Ram+256GB+SSD+No+OS+READ%21&_id=227018568405&
16-13682-03989,"Oct 11, 2025",315364895363,fanxiang-online-store, 10Pcs Fanxiang NVMe M.2 SSD 1TB 2TB 256GB 512GB SSD Hard Drive  PCIe Gen 3 LOT,600.0,USD,2,US $480.00,,,https://i.ebayimg.com/images/g/z88AAOSwojxmQa7R/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=315364895363&txnId=10076221525516&txnDate=2025-10-12T01:37:06Z
04-13698-46064,"Oct 11, 2025",256982746383,angiesgreengosurplus,Lenovo T480s i5-8350u 8GB ram Boots to bios  No HDD laptop  BATT Incl AS IS,99.99,USD,1,US $99.99,,,https://i.ebayimg.com/images/g/ld4AAeSw41Fo0beK/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=256982746383&txnId=10076008507104&txnDate=2025-10-12T01:17:24Z
15-13683-26885,"Oct 11, 2025",177405669889,reuseitjax,"LENOVO THINKPAD T480 i7-8650U @ 1.90 GHz, 12GB RAM, NO HDD/OS - (PARTS)",98.97,USD,1,US $98.97,,,https://i.ebayimg.com/images/g/hAoAAeSwAaZowzWH/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=177405669889&txnId=10076221053615&txnDate=2025-10-12T01:07:28Z
21-13673-90407,"Oct 11, 2025",304943644464,converta_ea,15V 2A AC /DC Adapter For Fluke bc7217 Battery Charger Power Supply Cord PSU US,13.09,USD,1,US $13.09,,,https://i.ebayimg.com/images/g/tg8AAOSwU0dml3iZ/s-l500.jpg,https://www.ebay.com/itm/304943644464
25-13666-31515,"Oct 10, 2025",187616393324,surplusspectra,Lot of 10 Mixed Brand Model 900GB SAS  2.5-inch HDD Hard Drive Disk,40.0,USD,1,US $40.00,,,https://i.ebayimg.com/images/g/v7cAAeSw6c9oh56G/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187616393324&txnId=10075246583725&txnDate=2025-10-11T01:52:31Z
05-13693-92911,"Oct 10, 2025",357711086474,az_warehouse,Check Point L-71 6 Port 12V Firewall Appliance Gateway Device,24.0,USD,2,US $24.00,,,https://i.ebayimg.com/images/g/8w4AAeSwFoZo5ATg/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357711086474&txnId=10075637258705&txnDate=2025-10-11T01:19:08Z
21-13670-61604,"Oct 10, 2025",157371126887,discountparts99,160GB (Lot of 20) SK Hynix 8GB PC4-2133P HMA41GR7MFR8N-TF ECC RAM Memory DDR4,179.99,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/naEAAeSwj9No5CCn/s-l500.jpg,https://www.ebay.com/itm/157371126887
14-13677-52064,"Oct 09, 2025",277418046798,cp*group,LOT OF 10 Intel Xeon E5-2680 v4 2.4GHz LGA2011-3 16-Core CPU Processor SR2N7,98.99,USD,1,US $98.99,,,https://i.ebayimg.com/images/g/j3UAAeSwL4No3AVn/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=277418046798&txnId=10076173159714&txnDate=2025-10-10T03:25:41Z
26-13660-48110,"Oct 09, 2025",264802652013,vrassets,Dell Poweredge Riser Cage Assembly GTNRT 0GTNRT CN-0GTNRT,24.91,USD,1,US $24.91,,,https://i.ebayimg.com/images/g/7OoAAOSwyGpmkRTv/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=264802652013&txnId=10075220813826&txnDate=2025-10-09T23:21:35Z
01-13694-58324,"Oct 09, 2025",197738075341,aztechgroup,"CISCO 800-35052-01 2.5"" DRIVE TRAY FOR UCS C240 C460  M4    LOT OF 12",24.0,USD,1,US $24.00,,,https://i.ebayimg.com/images/g/uSgAAOSwR9RlcNaV/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=197738075341&txnId=10075474619001&txnDate=2025-10-09T20:22:05Z
01-13693-04528,"Oct 09, 2025",365904375484,tr0472,Lot of 8  Samsung / SK Hynix 512GB M.2 PCIe NVMe SSDs - Mixed Models,200.0,USD,1,US $200.00,,,https://i.ebayimg.com/images/g/xb4AAeSwz-po0mKu/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=365904375484&txnId=10075466019501&txnDate=2025-10-09T13:54:25Z
03-13688-58960,"Oct 08, 2025",364230664195,fanxiang-official-store,Fanxiang M.2 SSD 2TB NVMe Heat Sink TLC Internal Solid State Drive PCIe Gen 4x4,107.98,USD,1,US $86.78,,,https://i.ebayimg.com/images/g/wNMAAOSw79hkL9vd/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=364230664195&txnId=10076254669803&txnDate=2025-10-09T05:13:47Z
25-13653-98807,"Oct 07, 2025",357715859494,az_warehouse,Dell Vostro 3670 i5-8400 2.80 GHz 8 GB RAM 256GB NVMe Win11P,90.0,USD,1,US $90.00,,,https://i.ebayimg.com/images/g/CUoAAeSwlXdo5X3S/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357715859494&txnId=10075177109925&txnDate=2025-10-08T01:30:06Z
25-13653-66291,"Oct 07, 2025",146879848765,3r_technology_solutions,Dell Latitude 5500 Intel(R) Core(TM) i7-8665U CPU 1.90GHz-16GB RAM-NO SSD-NO OS,100.0,USD,1,US $100.00,,,https://i.ebayimg.com/images/g/kwAAAeSwHM1o5YEj/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146879848765&txnId=10075175249425&txnDate=2025-10-07T23:36:27Z
26-13652-21447,"Oct 07, 2025",146879857033,3r_technology_solutions,Dell Latitude 5500 Intel(R) Core(TM) i7-8665U CPU 1.90GHz-32GB RAM-NO SSD-NO OS,100.0,USD,1,US $100.00,,,https://i.ebayimg.com/images/g/K3wAAeSwPQ9o5YNW/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146879857033&txnId=10075174156426&txnDate=2025-10-07T23:35:45Z
